,emoji,group,subgroup,name,qualified_status,edition,codepoint_readable,utf8_codepoint
1879,🧍🏾‍♂,People & Body,person-activity,man standing: medium-dark skin tone,minimally-qualified,E12.0,1F9CD 1F3FE 200D 2642,\U0001f9cd\U0001f3fe\u200d\u2642
1880,🧍🏿‍♂️,People & Body,person-activity,man standing: dark skin tone,fully-qualified,E12.0,1F9CD 1F3FF 200D 2642 FE0F,\U0001f9cd\U0001f3ff\u200d\u2642\ufe0f
1881,🧍🏿‍♂,People & Body,person-activity,man standing: dark skin tone,minimally-qualified,E12.0,1F9CD 1F3FF 200D 2642,\U0001f9cd\U0001f3ff\u200d\u2642
1882,🧍‍♀️,People & Body,person-activity,woman standing,fully-qualified,E12.0,1F9CD 200D 2640 FE0F,\U0001f9cd\u200d\u2640\ufe0f
1883,🧍‍♀,People & Body,person-activity,woman standing,minimally-qualified,E12.0,1F9CD 200D 2640,\U0001f9cd\u200d\u2640
1884,🧍🏻‍♀️,People & Body,person-activity,woman standing: light skin tone,fully-qualified,E12.0,1F9CD 1F3FB 200D 2640 FE0F,\U0001f9cd\U0001f3fb\u200d\u2640\ufe0f
1885,🧍🏻‍♀,People & Body,person-activity,woman standing: light skin tone,minimally-qualified,E12.0,1F9CD 1F3FB 200D 2640,\U0001f9cd\U0001f3fb\u200d\u2640
1886,🧍🏼‍♀️,People & Body,person-activity,woman standing: medium-light skin tone,fully-qualified,E12.0,1F9CD 1F3FC 200D 2640 FE0F,\U0001f9cd\U0001f3fc\u200d\u2640\ufe0f
1887,🧍🏼‍♀,People & Body,person-activity,woman standing: medium-light skin tone,minimally-qualified,E12.0,1F9CD 1F3FC 200D 2640,\U0001f9cd\U0001f3fc\u200d\u2640
1888,🧍🏽‍♀️,People & Body,person-activity,woman standing: medium skin tone,fully-qualified,E12.0,1F9CD 1F3FD 200D 2640 FE0F,\U0001f9cd\U0001f3fd\u200d\u2640\ufe0f
1889,🧍🏽‍♀,People & Body,person-activity,woman standing: medium skin tone,minimally-qualified,E12.0,1F9CD 1F3FD 200D 2640,\U0001f9cd\U0001f3fd\u200d\u2640
1890,🧍🏾‍♀️,People & Body,person-activity,woman standing: medium-dark skin tone,fully-qualified,E12.0,1F9CD 1F3FE 200D 2640 FE0F,\U0001f9cd\U0001f3fe\u200d\u2640\ufe0f
1891,🧍🏾‍♀,People & Body,person-activity,woman standing: medium-dark skin tone,minimally-qualified,E12.0,1F9CD 1F3FE 200D 2640,\U0001f9cd\U0001f3fe\u200d\u2640
1892,🧍🏿‍♀️,People & Body,person-activity,woman standing: dark skin tone,fully-qualified,E12.0,1F9CD 1F3FF 200D 2640 FE0F,\U0001f9cd\U0001f3ff\u200d\u2640\ufe0f
1893,🧍🏿‍♀,People & Body,person-activity,woman standing: dark skin tone,minimally-qualified,E12.0,1F9CD 1F3FF 200D 2640,\U0001f9cd\U0001f3ff\u200d\u2640
1894,🧎,People & Body,person-activity,person kneeling,fully-qualified,E12.0,1F9CE,\U0001f9ce
1895,🧎🏻,People & Body,person-activity,person kneeling: light skin tone,fully-qualified,E12.0,1F9CE 1F3FB,\U0001f9ce\U0001f3fb
1896,🧎🏼,People & Body,person-activity,person kneeling: medium-light skin tone,fully-qualified,E12.0,1F9CE 1F3FC,\U0001f9ce\U0001f3fc
1897,🧎🏽,People & Body,person-activity,person kneeling: medium skin tone,fully-qualified,E12.0,1F9CE 1F3FD,\U0001f9ce\U0001f3fd
1898,🧎🏾,People & Body,person-activity,person kneeling: medium-dark skin tone,fully-qualified,E12.0,1F9CE 1F3FE,\U0001f9ce\U0001f3fe
1899,🧎🏿,People & Body,person-activity,person kneeling: dark skin tone,fully-qualified,E12.0,1F9CE 1F3FF,\U0001f9ce\U0001f3ff
1900,🧎‍♂️,People & Body,person-activity,man kneeling,fully-qualified,E12.0,1F9CE 200D 2642 FE0F,\U0001f9ce\u200d\u2642\ufe0f
1901,🧎‍♂,People & Body,person-activity,man kneeling,minimally-qualified,E12.0,1F9CE 200D 2642,\U0001f9ce\u200d\u2642
1902,🧎🏻‍♂️,People & Body,person-activity,man kneeling: light skin tone,fully-qualified,E12.0,1F9CE 1F3FB 200D 2642 FE0F,\U0001f9ce\U0001f3fb\u200d\u2642\ufe0f
1903,🧎🏻‍♂,People & Body,person-activity,man kneeling: light skin tone,minimally-qualified,E12.0,1F9CE 1F3FB 200D 2642,\U0001f9ce\U0001f3fb\u200d\u2642
1904,🧎🏼‍♂️,People & Body,person-activity,man kneeling: medium-light skin tone,fully-qualified,E12.0,1F9CE 1F3FC 200D 2642 FE0F,\U0001f9ce\U0001f3fc\u200d\u2642\ufe0f
1905,🧎🏼‍♂,People & Body,person-activity,man kneeling: medium-light skin tone,minimally-qualified,E12.0,1F9CE 1F3FC 200D 2642,\U0001f9ce\U0001f3fc\u200d\u2642
1906,🧎🏽‍♂️,People & Body,person-activity,man kneeling: medium skin tone,fully-qualified,E12.0,1F9CE 1F3FD 200D 2642 FE0F,\U0001f9ce\U0001f3fd\u200d\u2642\ufe0f
1907,🧎🏽‍♂,People & Body,person-activity,man kneeling: medium skin tone,minimally-qualified,E12.0,1F9CE 1F3FD 200D 2642,\U0001f9ce\U0001f3fd\u200d\u2642
1908,🧎🏾‍♂️,People & Body,person-activity,man kneeling: medium-dark skin tone,fully-qualified,E12.0,1F9CE 1F3FE 200D 2642 FE0F,\U0001f9ce\U0001f3fe\u200d\u2642\ufe0f
1909,🧎🏾‍♂,People & Body,person-activity,man kneeling: medium-dark skin tone,minimally-qualified,E12.0,1F9CE 1F3FE 200D 2642,\U0001f9ce\U0001f3fe\u200d\u2642
1910,🧎🏿‍♂️,People & Body,person-activity,man kneeling: dark skin tone,fully-qualified,E12.0,1F9CE 1F3FF 200D 2642 FE0F,\U0001f9ce\U0001f3ff\u200d\u2642\ufe0f
1911,🧎🏿‍♂,People & Body,person-activity,man kneeling: dark skin tone,minimally-qualified,E12.0,1F9CE 1F3FF 200D 2642,\U0001f9ce\U0001f3ff\u200d\u2642
1912,🧎‍♀️,People & Body,person-activity,woman kneeling,fully-qualified,E12.0,1F9CE 200D 2640 FE0F,\U0001f9ce\u200d\u2640\ufe0f
1913,🧎‍♀,People & Body,person-activity,woman kneeling,minimally-qualified,E12.0,1F9CE 200D 2640,\U0001f9ce\u200d\u2640
1914,🧎🏻‍♀️,People & Body,person-activity,woman kneeling: light skin tone,fully-qualified,E12.0,1F9CE 1F3FB 200D 2640 FE0F,\U0001f9ce\U0001f3fb\u200d\u2640\ufe0f
1915,🧎🏻‍♀,People & Body,person-activity,woman kneeling: light skin tone,minimally-qualified,E12.0,1F9CE 1F3FB 200D 2640,\U0001f9ce\U0001f3fb\u200d\u2640
1916,🧎🏼‍♀️,People & Body,person-activity,woman kneeling: medium-light skin tone,fully-qualified,E12.0,1F9CE 1F3FC 200D 2640 FE0F,\U0001f9ce\U0001f3fc\u200d\u2640\ufe0f
1917,🧎🏼‍♀,People & Body,person-activity,woman kneeling: medium-light skin tone,minimally-qualified,E12.0,1F9CE 1F3FC 200D 2640,\U0001f9ce\U0001f3fc\u200d\u2640
1918,🧎🏽‍♀️,People & Body,person-activity,woman kneeling: medium skin tone,fully-qualified,E12.0,1F9CE 1F3FD 200D 2640 FE0F,\U0001f9ce\U0001f3fd\u200d\u2640\ufe0f
1919,🧎🏽‍♀,People & Body,person-activity,woman kneeling: medium skin tone,minimally-qualified,E12.0,1F9CE 1F3FD 200D 2640,\U0001f9ce\U0001f3fd\u200d\u2640
1920,🧎🏾‍♀️,People & Body,person-activity,woman kneeling: medium-dark skin tone,fully-qualified,E12.0,1F9CE 1F3FE 200D 2640 FE0F,\U0001f9ce\U0001f3fe\u200d\u2640\ufe0f
1921,🧎🏾‍♀,People & Body,person-activity,woman kneeling: medium-dark skin tone,minimally-qualified,E12.0,1F9CE 1F3FE 200D 2640,\U0001f9ce\U0001f3fe\u200d\u2640
1922,🧎🏿‍♀️,People & Body,person-activity,woman kneeling: dark skin tone,fully-qualified,E12.0,1F9CE 1F3FF 200D 2640 FE0F,\U0001f9ce\U0001f3ff\u200d\u2640\ufe0f
1923,🧎🏿‍♀,People & Body,person-activity,woman kneeling: dark skin tone,minimally-qualified,E12.0,1F9CE 1F3FF 200D 2640,\U0001f9ce\U0001f3ff\u200d\u2640
1924,🧑‍🦯,People & Body,person-activity,person with white cane,fully-qualified,E12.1,1F9D1 200D 1F9AF,\U0001f9d1\u200d\U0001f9af
1925,🧑🏻‍🦯,People & Body,person-activity,person with white cane: light skin tone,fully-qualified,E12.1,1F9D1 1F3FB 200D 1F9AF,\U0001f9d1\U0001f3fb\u200d\U0001f9af
1926,🧑🏼‍🦯,People & Body,person-activity,person with white cane: medium-light skin tone,fully-qualified,E12.1,1F9D1 1F3FC 200D 1F9AF,\U0001f9d1\U0001f3fc\u200d\U0001f9af
1927,🧑🏽‍🦯,People & Body,person-activity,person with white cane: medium skin tone,fully-qualified,E12.1,1F9D1 1F3FD 200D 1F9AF,\U0001f9d1\U0001f3fd\u200d\U0001f9af
1928,🧑🏾‍🦯,People & Body,person-activity,person with white cane: medium-dark skin tone,fully-qualified,E12.1,1F9D1 1F3FE 200D 1F9AF,\U0001f9d1\U0001f3fe\u200d\U0001f9af
1929,🧑🏿‍🦯,People & Body,person-activity,person with white cane: dark skin tone,fully-qualified,E12.1,1F9D1 1F3FF 200D 1F9AF,\U0001f9d1\U0001f3ff\u200d\U0001f9af
1930,👨‍🦯,People & Body,person-activity,man with white cane,fully-qualified,E12.0,1F468 200D 1F9AF,\U0001f468\u200d\U0001f9af
1931,👨🏻‍🦯,People & Body,person-activity,man with white cane: light skin tone,fully-qualified,E12.0,1F468 1F3FB 200D 1F9AF,\U0001f468\U0001f3fb\u200d\U0001f9af
1932,👨🏼‍🦯,People & Body,person-activity,man with white cane: medium-light skin tone,fully-qualified,E12.0,1F468 1F3FC 200D 1F9AF,\U0001f468\U0001f3fc\u200d\U0001f9af
1933,👨🏽‍🦯,People & Body,person-activity,man with white cane: medium skin tone,fully-qualified,E12.0,1F468 1F3FD 200D 1F9AF,\U0001f468\U0001f3fd\u200d\U0001f9af
1934,👨🏾‍🦯,People & Body,person-activity,man with white cane: medium-dark skin tone,fully-qualified,E12.0,1F468 1F3FE 200D 1F9AF,\U0001f468\U0001f3fe\u200d\U0001f9af
1935,👨🏿‍🦯,People & Body,person-activity,man with white cane: dark skin tone,fully-qualified,E12.0,1F468 1F3FF 200D 1F9AF,\U0001f468\U0001f3ff\u200d\U0001f9af
1936,👩‍🦯,People & Body,person-activity,woman with white cane,fully-qualified,E12.0,1F469 200D 1F9AF,\U0001f469\u200d\U0001f9af
1937,👩🏻‍🦯,People & Body,person-activity,woman with white cane: light skin tone,fully-qualified,E12.0,1F469 1F3FB 200D 1F9AF,\U0001f469\U0001f3fb\u200d\U0001f9af
1938,👩🏼‍🦯,People & Body,person-activity,woman with white cane: medium-light skin tone,fully-qualified,E12.0,1F469 1F3FC 200D 1F9AF,\U0001f469\U0001f3fc\u200d\U0001f9af
1939,👩🏽‍🦯,People & Body,person-activity,woman with white cane: medium skin tone,fully-qualified,E12.0,1F469 1F3FD 200D 1F9AF,\U0001f469\U0001f3fd\u200d\U0001f9af
1940,👩🏾‍🦯,People & Body,person-activity,woman with white cane: medium-dark skin tone,fully-qualified,E12.0,1F469 1F3FE 200D 1F9AF,\U0001f469\U0001f3fe\u200d\U0001f9af
1941,👩🏿‍🦯,People & Body,person-activity,woman with white cane: dark skin tone,fully-qualified,E12.0,1F469 1F3FF 200D 1F9AF,\U0001f469\U0001f3ff\u200d\U0001f9af
1942,🧑‍🦼,People & Body,person-activity,person in motorized wheelchair,fully-qualified,E12.1,1F9D1 200D 1F9BC,\U0001f9d1\u200d\U0001f9bc
1943,🧑🏻‍🦼,People & Body,person-activity,person in motorized wheelchair: light skin tone,fully-qualified,E12.1,1F9D1 1F3FB 200D 1F9BC,\U0001f9d1\U0001f3fb\u200d\U0001f9bc
1944,🧑🏼‍🦼,People & Body,person-activity,person in motorized wheelchair: medium-light skin tone,fully-qualified,E12.1,1F9D1 1F3FC 200D 1F9BC,\U0001f9d1\U0001f3fc\u200d\U0001f9bc
1945,🧑🏽‍🦼,People & Body,person-activity,person in motorized wheelchair: medium skin tone,fully-qualified,E12.1,1F9D1 1F3FD 200D 1F9BC,\U0001f9d1\U0001f3fd\u200d\U0001f9bc
1946,🧑🏾‍🦼,People & Body,person-activity,person in motorized wheelchair: medium-dark skin tone,fully-qualified,E12.1,1F9D1 1F3FE 200D 1F9BC,\U0001f9d1\U0001f3fe\u200d\U0001f9bc
1947,🧑🏿‍🦼,People & Body,person-activity,person in motorized wheelchair: dark skin tone,fully-qualified,E12.1,1F9D1 1F3FF 200D 1F9BC,\U0001f9d1\U0001f3ff\u200d\U0001f9bc
1948,👨‍🦼,People & Body,person-activity,man in motorized wheelchair,fully-qualified,E12.0,1F468 200D 1F9BC,\U0001f468\u200d\U0001f9bc
1949,👨🏻‍🦼,People & Body,person-activity,man in motorized wheelchair: light skin tone,fully-qualified,E12.0,1F468 1F3FB 200D 1F9BC,\U0001f468\U0001f3fb\u200d\U0001f9bc
1950,👨🏼‍🦼,People & Body,person-activity,man in motorized wheelchair: medium-light skin tone,fully-qualified,E12.0,1F468 1F3FC 200D 1F9BC,\U0001f468\U0001f3fc\u200d\U0001f9bc
1951,👨🏽‍🦼,People & Body,person-activity,man in motorized wheelchair: medium skin tone,fully-qualified,E12.0,1F468 1F3FD 200D 1F9BC,\U0001f468\U0001f3fd\u200d\U0001f9bc
1952,👨🏾‍🦼,People & Body,person-activity,man in motorized wheelchair: medium-dark skin tone,fully-qualified,E12.0,1F468 1F3FE 200D 1F9BC,\U0001f468\U0001f3fe\u200d\U0001f9bc
1953,👨🏿‍🦼,People & Body,person-activity,man in motorized wheelchair: dark skin tone,fully-qualified,E12.0,1F468 1F3FF 200D 1F9BC,\U0001f468\U0001f3ff\u200d\U0001f9bc
1954,👩‍🦼,People & Body,person-activity,woman in motorized wheelchair,fully-qualified,E12.0,1F469 200D 1F9BC,\U0001f469\u200d\U0001f9bc
1955,👩🏻‍🦼,People & Body,person-activity,woman in motorized wheelchair: light skin tone,fully-qualified,E12.0,1F469 1F3FB 200D 1F9BC,\U0001f469\U0001f3fb\u200d\U0001f9bc
1956,👩🏼‍🦼,People & Body,person-activity,woman in motorized wheelchair: medium-light skin tone,fully-qualified,E12.0,1F469 1F3FC 200D 1F9BC,\U0001f469\U0001f3fc\u200d\U0001f9bc
1957,👩🏽‍🦼,People & Body,person-activity,woman in motorized wheelchair: medium skin tone,fully-qualified,E12.0,1F469 1F3FD 200D 1F9BC,\U0001f469\U0001f3fd\u200d\U0001f9bc
1958,👩🏾‍🦼,People & Body,person-activity,woman in motorized wheelchair: medium-dark skin tone,fully-qualified,E12.0,1F469 1F3FE 200D 1F9BC,\U0001f469\U0001f3fe\u200d\U0001f9bc
1959,👩🏿‍🦼,People & Body,person-activity,woman in motorized wheelchair: dark skin tone,fully-qualified,E12.0,1F469 1F3FF 200D 1F9BC,\U0001f469\U0001f3ff\u200d\U0001f9bc
1960,🧑‍🦽,People & Body,person-activity,person in manual wheelchair,fully-qualified,E12.1,1F9D1 200D 1F9BD,\U0001f9d1\u200d\U0001f9bd
1961,🧑🏻‍🦽,People & Body,person-activity,person in manual wheelchair: light skin tone,fully-qualified,E12.1,1F9D1 1F3FB 200D 1F9BD,\U0001f9d1\U0001f3fb\u200d\U0001f9bd
1962,🧑🏼‍🦽,People & Body,person-activity,person in manual wheelchair: medium-light skin tone,fully-qualified,E12.1,1F9D1 1F3FC 200D 1F9BD,\U0001f9d1\U0001f3fc\u200d\U0001f9bd
1963,🧑🏽‍🦽,People & Body,person-activity,person in manual wheelchair: medium skin tone,fully-qualified,E12.1,1F9D1 1F3FD 200D 1F9BD,\U0001f9d1\U0001f3fd\u200d\U0001f9bd
1964,🧑🏾‍🦽,People & Body,person-activity,person in manual wheelchair: medium-dark skin tone,fully-qualified,E12.1,1F9D1 1F3FE 200D 1F9BD,\U0001f9d1\U0001f3fe\u200d\U0001f9bd
1965,🧑🏿‍🦽,People & Body,person-activity,person in manual wheelchair: dark skin tone,fully-qualified,E12.1,1F9D1 1F3FF 200D 1F9BD,\U0001f9d1\U0001f3ff\u200d\U0001f9bd
1966,👨‍🦽,People & Body,person-activity,man in manual wheelchair,fully-qualified,E12.0,1F468 200D 1F9BD,\U0001f468\u200d\U0001f9bd
1967,👨🏻‍🦽,People & Body,person-activity,man in manual wheelchair: light skin tone,fully-qualified,E12.0,1F468 1F3FB 200D 1F9BD,\U0001f468\U0001f3fb\u200d\U0001f9bd
1968,👨🏼‍🦽,People & Body,person-activity,man in manual wheelchair: medium-light skin tone,fully-qualified,E12.0,1F468 1F3FC 200D 1F9BD,\U0001f468\U0001f3fc\u200d\U0001f9bd
1969,👨🏽‍🦽,People & Body,person-activity,man in manual wheelchair: medium skin tone,fully-qualified,E12.0,1F468 1F3FD 200D 1F9BD,\U0001f468\U0001f3fd\u200d\U0001f9bd
1970,👨🏾‍🦽,People & Body,person-activity,man in manual wheelchair: medium-dark skin tone,fully-qualified,E12.0,1F468 1F3FE 200D 1F9BD,\U0001f468\U0001f3fe\u200d\U0001f9bd
1971,👨🏿‍🦽,People & Body,person-activity,man in manual wheelchair: dark skin tone,fully-qualified,E12.0,1F468 1F3FF 200D 1F9BD,\U0001f468\U0001f3ff\u200d\U0001f9bd
1972,👩‍🦽,People & Body,person-activity,woman in manual wheelchair,fully-qualified,E12.0,1F469 200D 1F9BD,\U0001f469\u200d\U0001f9bd
1973,👩🏻‍🦽,People & Body,person-activity,woman in manual wheelchair: light skin tone,fully-qualified,E12.0,1F469 1F3FB 200D 1F9BD,\U0001f469\U0001f3fb\u200d\U0001f9bd
1974,👩🏼‍🦽,People & Body,person-activity,woman in manual wheelchair: medium-light skin tone,fully-qualified,E12.0,1F469 1F3FC 200D 1F9BD,\U0001f469\U0001f3fc\u200d\U0001f9bd
1975,👩🏽‍🦽,People & Body,person-activity,woman in manual wheelchair: medium skin tone,fully-qualified,E12.0,1F469 1F3FD 200D 1F9BD,\U0001f469\U0001f3fd\u200d\U0001f9bd
1976,👩🏾‍🦽,People & Body,person-activity,woman in manual wheelchair: medium-dark skin tone,fully-qualified,E12.0,1F469 1F3FE 200D 1F9BD,\U0001f469\U0001f3fe\u200d\U0001f9bd
1977,👩🏿‍🦽,People & Body,person-activity,woman in manual wheelchair: dark skin tone,fully-qualified,E12.0,1F469 1F3FF 200D 1F9BD,\U0001f469\U0001f3ff\u200d\U0001f9bd
1978,🏃,People & Body,person-activity,person running,fully-qualified,E0.6,1F3C3,\U0001f3c3
1979,🏃🏻,People & Body,person-activity,person running: light skin tone,fully-qualified,E1.0,1F3C3 1F3FB,\U0001f3c3\U0001f3fb
1980,🏃🏼,People & Body,person-activity,person running: medium-light skin tone,fully-qualified,E1.0,1F3C3 1F3FC,\U0001f3c3\U0001f3fc
1981,🏃🏽,People & Body,person-activity,person running: medium skin tone,fully-qualified,E1.0,1F3C3 1F3FD,\U0001f3c3\U0001f3fd
1982,🏃🏾,People & Body,person-activity,person running: medium-dark skin tone,fully-qualified,E1.0,1F3C3 1F3FE,\U0001f3c3\U0001f3fe
1983,🏃🏿,People & Body,person-activity,person running: dark skin tone,fully-qualified,E1.0,1F3C3 1F3FF,\U0001f3c3\U0001f3ff
1984,🏃‍♂️,People & Body,person-activity,man running,fully-qualified,E4.0,1F3C3 200D 2642 FE0F,\U0001f3c3\u200d\u2642\ufe0f
1985,🏃‍♂,People & Body,person-activity,man running,minimally-qualified,E4.0,1F3C3 200D 2642,\U0001f3c3\u200d\u2642
1986,🏃🏻‍♂️,People & Body,person-activity,man running: light skin tone,fully-qualified,E4.0,1F3C3 1F3FB 200D 2642 FE0F,\U0001f3c3\U0001f3fb\u200d\u2642\ufe0f
1987,🏃🏻‍♂,People & Body,person-activity,man running: light skin tone,minimally-qualified,E4.0,1F3C3 1F3FB 200D 2642,\U0001f3c3\U0001f3fb\u200d\u2642
1988,🏃🏼‍♂️,People & Body,person-activity,man running: medium-light skin tone,fully-qualified,E4.0,1F3C3 1F3FC 200D 2642 FE0F,\U0001f3c3\U0001f3fc\u200d\u2642\ufe0f
1989,🏃🏼‍♂,People & Body,person-activity,man running: medium-light skin tone,minimally-qualified,E4.0,1F3C3 1F3FC 200D 2642,\U0001f3c3\U0001f3fc\u200d\u2642
1990,🏃🏽‍♂️,People & Body,person-activity,man running: medium skin tone,fully-qualified,E4.0,1F3C3 1F3FD 200D 2642 FE0F,\U0001f3c3\U0001f3fd\u200d\u2642\ufe0f
1991,🏃🏽‍♂,People & Body,person-activity,man running: medium skin tone,minimally-qualified,E4.0,1F3C3 1F3FD 200D 2642,\U0001f3c3\U0001f3fd\u200d\u2642
1992,🏃🏾‍♂️,People & Body,person-activity,man running: medium-dark skin tone,fully-qualified,E4.0,1F3C3 1F3FE 200D 2642 FE0F,\U0001f3c3\U0001f3fe\u200d\u2642\ufe0f
1993,🏃🏾‍♂,People & Body,person-activity,man running: medium-dark skin tone,minimally-qualified,E4.0,1F3C3 1F3FE 200D 2642,\U0001f3c3\U0001f3fe\u200d\u2642
1994,🏃🏿‍♂️,People & Body,person-activity,man running: dark skin tone,fully-qualified,E4.0,1F3C3 1F3FF 200D 2642 FE0F,\U0001f3c3\U0001f3ff\u200d\u2642\ufe0f
1995,🏃🏿‍♂,People & Body,person-activity,man running: dark skin tone,minimally-qualified,E4.0,1F3C3 1F3FF 200D 2642,\U0001f3c3\U0001f3ff\u200d\u2642
1996,🏃‍♀️,People & Body,person-activity,woman running,fully-qualified,E4.0,1F3C3 200D 2640 FE0F,\U0001f3c3\u200d\u2640\ufe0f
1997,🏃‍♀,People & Body,person-activity,woman running,minimally-qualified,E4.0,1F3C3 200D 2640,\U0001f3c3\u200d\u2640
1998,🏃🏻‍♀️,People & Body,person-activity,woman running: light skin tone,fully-qualified,E4.0,1F3C3 1F3FB 200D 2640 FE0F,\U0001f3c3\U0001f3fb\u200d\u2640\ufe0f
1999,🏃🏻‍♀,People & Body,person-activity,woman running: light skin tone,minimally-qualified,E4.0,1F3C3 1F3FB 200D 2640,\U0001f3c3\U0001f3fb\u200d\u2640
2000,🏃🏼‍♀️,People & Body,person-activity,woman running: medium-light skin tone,fully-qualified,E4.0,1F3C3 1F3FC 200D 2640 FE0F,\U0001f3c3\U0001f3fc\u200d\u2640\ufe0f
2001,🏃🏼‍♀,People & Body,person-activity,woman running: medium-light skin tone,minimally-qualified,E4.0,1F3C3 1F3FC 200D 2640,\U0001f3c3\U0001f3fc\u200d\u2640
2002,🏃🏽‍♀️,People & Body,person-activity,woman running: medium skin tone,fully-qualified,E4.0,1F3C3 1F3FD 200D 2640 FE0F,\U0001f3c3\U0001f3fd\u200d\u2640\ufe0f
2003,🏃🏽‍♀,People & Body,person-activity,woman running: medium skin tone,minimally-qualified,E4.0,1F3C3 1F3FD 200D 2640,\U0001f3c3\U0001f3fd\u200d\u2640
2004,🏃🏾‍♀️,People & Body,person-activity,woman running: medium-dark skin tone,fully-qualified,E4.0,1F3C3 1F3FE 200D 2640 FE0F,\U0001f3c3\U0001f3fe\u200d\u2640\ufe0f
